,metal,ox,ligstr,complex.size,spin,geom
100,fe,2.0,mebipy_mebipy_mebipy_mebipy,53.0,5.0,tetrahedral
101,fe,2.0,mec_mec_mec_mec,31.0,5.0,tetrahedral
102,fe,2.0,methylamine_methylamine_methylamine_methylamine,29.0,5.0,tetrahedral
103,fe,2.0,misc_misc_misc_misc,25.0,5.0,tetrahedral
104,fe,2.0,ncs_ncs_ncs_ncs,13.0,5.0,tetrahedral
105,fe,2.0,ox_ox_ox_ox,13.0,5.0,tetrahedral
106,fe,2.0,phen_phen_phen_phen,45.0,5.0,tetrahedral
107,fe,2.0,phenisc_phenisc_phenisc_phenisc,53.0,5.0,tetrahedral
108,fe,2.0,phosphine_phosphine_phosphine_phosphine,17.0,5.0,tetrahedral
109,fe,2.0,pisc_pisc_pisc_pisc,101.0,5.0,tetrahedral
110,fe,2.0,pyridine_pyridine_pyridine_pyridine,45.0,5.0,tetrahedral
111,fe,2.0,scn_scn_scn_scn,13.0,5.0,tetrahedral
112,fe,2.0,tbuc_tbuc_tbuc_tbuc,49.0,5.0,tetrahedral
113,fe,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,5.0,tetrahedral
114,fe,2.0,water_water_water_water,13.0,5.0,tetrahedral
115,fe,3.0,acac_acac_acac_acac,29.0,6.0,tetrahedral
116,fe,3.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,6.0,tetrahedral
117,fe,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,6.0,tetrahedral
118,fe,3.0,ammonia_ammonia_ammonia_ammonia,17.0,6.0,tetrahedral
119,fe,3.0,benzisc_benzisc_benzisc_benzisc,65.0,6.0,tetrahedral
120,fe,3.0,bipy_bipy_bipy_bipy,41.0,6.0,tetrahedral
121,fe,3.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,6.0,tetrahedral
122,fe,3.0,chloride_chloride_chloride_chloride,5.0,6.0,tetrahedral
123,fe,3.0,cn_cn_cn_cn,9.0,6.0,tetrahedral
124,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,6.0,tetrahedral
125,fe,3.0,en_en_en_en,25.0,6.0,tetrahedral
126,fe,3.0,fluoride_fluoride_fluoride_fluoride,5.0,6.0,tetrahedral
127,fe,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,6.0,tetrahedral
128,fe,3.0,furan_furan_furan_furan,37.0,6.0,tetrahedral
129,fe,3.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,6.0,tetrahedral
130,fe,3.0,iodide_iodide_iodide_iodide,5.0,6.0,tetrahedral
131,fe,3.0,mebipy_mebipy_mebipy_mebipy,53.0,6.0,tetrahedral
132,fe,3.0,mec_mec_mec_mec,31.0,6.0,tetrahedral
133,fe,3.0,methylamine_methylamine_methylamine_methylamine,29.0,6.0,tetrahedral
134,fe,3.0,misc_misc_misc_misc,25.0,6.0,tetrahedral
135,fe,3.0,ncs_ncs_ncs_ncs,13.0,6.0,tetrahedral
136,fe,3.0,ox_ox_ox_ox,13.0,6.0,tetrahedral
137,fe,3.0,phenisc_phenisc_phenisc_phenisc,53.0,6.0,tetrahedral
138,fe,3.0,phosphine_phosphine_phosphine_phosphine,17.0,6.0,tetrahedral
139,fe,3.0,pisc_pisc_pisc_pisc,101.0,6.0,tetrahedral
140,fe,3.0,pyridine_pyridine_pyridine_pyridine,45.0,6.0,tetrahedral
141,fe,3.0,s2-_s2-_s2-_s2-,5.0,6.0,tetrahedral
142,fe,3.0,scn_scn_scn_scn,13.0,6.0,tetrahedral
143,fe,3.0,tbuc_tbuc_tbuc_tbuc,49.0,6.0,tetrahedral
144,fe,3.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,6.0,tetrahedral
145,fe,3.0,water_water_water_water,13.0,6.0,tetrahedral
146,mn,2.0,acac_acac_acac_acac,29.0,6.0,tetrahedral
147,mn,2.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,6.0,tetrahedral
148,mn,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,6.0,tetrahedral
149,mn,2.0,ammonia_ammonia_ammonia_ammonia,17.0,6.0,tetrahedral
150,mn,2.0,benzisc_benzisc_benzisc_benzisc,65.0,6.0,tetrahedral
151,mn,2.0,bipy_bipy_bipy_bipy,41.0,6.0,tetrahedral
152,mn,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,6.0,tetrahedral
153,mn,2.0,chloride_chloride_chloride_chloride,5.0,6.0,tetrahedral
154,mn,2.0,cn_cn_cn_cn,9.0,6.0,tetrahedral
155,mn,2.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,6.0,tetrahedral
156,mn,2.0,en_en_en_en,25.0,6.0,tetrahedral
157,mn,2.0,fluoride_fluoride_fluoride_fluoride,5.0,6.0,tetrahedral
158,mn,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,6.0,tetrahedral
159,mn,2.0,furan_furan_furan_furan,37.0,6.0,tetrahedral
160,mn,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,6.0,tetrahedral
161,mn,2.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,6.0,tetrahedral
162,mn,2.0,iodide_iodide_iodide_iodide,5.0,6.0,tetrahedral
163,mn,2.0,mebipy_mebipy_mebipy_mebipy,53.0,6.0,tetrahedral
164,mn,2.0,mec_mec_mec_mec,31.0,6.0,tetrahedral
165,mn,2.0,methylamine_methylamine_methylamine_methylamine,29.0,6.0,tetrahedral
166,mn,2.0,misc_misc_misc_misc,25.0,6.0,tetrahedral
167,mn,2.0,ncs_ncs_ncs_ncs,13.0,6.0,tetrahedral
168,mn,2.0,ox_ox_ox_ox,13.0,6.0,tetrahedral
169,mn,2.0,phen_phen_phen_phen,45.0,6.0,tetrahedral
170,mn,2.0,phenisc_phenisc_phenisc_phenisc,53.0,6.0,tetrahedral
171,mn,2.0,phosphine_phosphine_phosphine_phosphine,17.0,6.0,tetrahedral
172,mn,2.0,pisc_pisc_pisc_pisc,101.0,6.0,tetrahedral
173,mn,2.0,pph3_pph3_pph3_pph3,137.0,6.0,tetrahedral
174,mn,2.0,pyridine_pyridine_pyridine_pyridine,45.0,6.0,tetrahedral
175,mn,2.0,scn_scn_scn_scn,13.0,6.0,tetrahedral
176,mn,2.0,tbuc_tbuc_tbuc_tbuc,49.0,6.0,tetrahedral
177,mn,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,6.0,tetrahedral
178,mn,2.0,water_water_water_water,13.0,6.0,tetrahedral
179,mn,3.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,5.0,tetrahedral
180,mn,3.0,bipy_bipy_bipy_bipy,41.0,5.0,tetrahedral
181,mn,3.0,chloride_chloride_chloride_chloride,5.0,5.0,tetrahedral
182,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,5.0,tetrahedral
183,mn,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,5.0,tetrahedral
184,mn,3.0,furan_furan_furan_furan,37.0,5.0,tetrahedral
185,mn,3.0,iodide_iodide_iodide_iodide,5.0,5.0,tetrahedral
186,mn,3.0,mebipy_mebipy_mebipy_mebipy,53.0,5.0,tetrahedral
187,mn,3.0,phen_phen_phen_phen,45.0,5.0,tetrahedral
188,mn,3.0,phenisc_phenisc_phenisc_phenisc,53.0,5.0,tetrahedral
189,mn,3.0,pisc_pisc_pisc_pisc,101.0,5.0,tetrahedral
190,mn,3.0,pyridine_pyridine_pyridine_pyridine,45.0,5.0,tetrahedral
191,mn,3.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,5.0,tetrahedral
192,ni,2.0,acac_acac_acac_acac,29.0,3.0,tetrahedral
193,ni,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,3.0,tetrahedral
194,ni,2.0,ammonia_ammonia_ammonia_ammonia,17.0,3.0,tetrahedral
195,ni,2.0,benzisc_benzisc_benzisc_benzisc,65.0,3.0,tetrahedral
196,ni,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,3.0,tetrahedral
197,ni,2.0,chloride_chloride_chloride_chloride,5.0,3.0,tetrahedral
198,ni,2.0,cn_cn_cn_cn,9.0,3.0,tetrahedral
199,ni,2.0,cyanate_cyanate_cyanate_cyanate,13.0,3.0,tetrahedral
200,ni,2.0,fluoride_fluoride_fluoride_fluoride,5.0,3.0,tetrahedral
201,ni,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,3.0,tetrahedral
202,ni,2.0,furan_furan_furan_furan,37.0,3.0,tetrahedral
203,ni,2.0,iodide_iodide_iodide_iodide,5.0,3.0,tetrahedral
204,ni,2.0,mec_mec_mec_mec,31.0,3.0,tetrahedral
205,ni,2.0,methylamine_methylamine_methylamine_methylamine,29.0,3.0,tetrahedral
206,ni,2.0,ncs_ncs_ncs_ncs,13.0,3.0,tetrahedral
207,ni,2.0,ox_ox_ox_ox,13.0,3.0,tetrahedral
208,ni,2.0,phenisc_phenisc_phenisc_phenisc,53.0,3.0,tetrahedral
209,ni,2.0,phosphine_phosphine_phosphine_phosphine,17.0,3.0,tetrahedral
210,ni,2.0,pisc_pisc_pisc_pisc,101.0,3.0,tetrahedral
211,ni,2.0,pyridine_pyridine_pyridine_pyridine,45.0,3.0,tetrahedral
212,ni,2.0,scn_scn_scn_scn,13.0,3.0,tetrahedral
213,ni,2.0,tbuc_tbuc_tbuc_tbuc,49.0,3.0,tetrahedral
214,ni,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,3.0,tetrahedral
215,co,2.0,acetonitrile_acetonitrile_chloride_chloride,15.0,4.0,tetrahedral
216,co,2.0,acetonitrile_acetonitrile_acetonitrile_chloride,20.0,4.0,tetrahedral
217,co,2.0,acetonitrile_acetonitrile_acetonitrile_fluoride,20.0,4.0,tetrahedral
218,co,2.0,ammonia_fluoride_fluoride_fluoride,8.0,4.0,tetrahedral
219,co,2.0,ammonia_ammonia_ammonia_chloride,14.0,4.0,tetrahedral
220,co,2.0,ammonia_ammonia_ammonia_fluoride,14.0,4.0,tetrahedral
221,co,2.0,cn_chloride_chloride_chloride,6.0,4.0,tetrahedral
222,co,2.0,cn_fluoride_fluoride_fluoride,6.0,4.0,tetrahedral
223,co,2.0,cn_cn_fluoride_fluoride,7.0,4.0,tetrahedral
224,co,2.0,cn_cn_cn_fluoride,8.0,4.0,tetrahedral
225,co,2.0,fluoride_chloride_chloride_chloride,5.0,4.0,tetrahedral
226,co,2.0,fluoride_iodide_iodide_iodide,5.0,4.0,tetrahedral
227,co,2.0,fluoride_fluoride_chloride_chloride,5.0,4.0,tetrahedral
228,co,2.0,fluoride_fluoride_iodide_iodide,5.0,4.0,tetrahedral
229,co,2.0,formaldehyde_chloride_chloride_chloride,8.0,4.0,tetrahedral
230,co,2.0,formaldehyde_formaldehyde_chloride_chloride,11.0,4.0,tetrahedral
231,co,2.0,formaldehyde_formaldehyde_fluoride_fluoride,11.0,4.0,tetrahedral
232,co,2.0,formaldehyde_formaldehyde_formaldehyde_chloride,14.0,4.0,tetrahedral
233,co,2.0,formaldehyde_formaldehyde_formaldehyde_fluoride,14.0,4.0,tetrahedral
234,co,2.0,scn_chloride_chloride_chloride,7.0,4.0,tetrahedral
235,co,2.0,scn_scn_chloride_chloride,9.0,4.0,tetrahedral
236,co,2.0,scn_scn_scn_chloride,11.0,4.0,tetrahedral
237,co,2.0,scn_scn_scn_fluoride,11.0,4.0,tetrahedral
238,co,3.0,benzisc_chloride_chloride_chloride,20.0,5.0,tetrahedral
239,co,3.0,formaldehyde_chloride_chloride_chloride,8.0,5.0,tetrahedral
240,co,3.0,formaldehyde_formaldehyde_formaldehyde_chloride,14.0,5.0,tetrahedral
241,co,3.0,methylamine_methylamine_methylamine_chloride,23.0,5.0,tetrahedral
242,co,3.0,ncs_chloride_chloride_chloride,7.0,5.0,tetrahedral
243,co,3.0,ncs_ncs_chloride_chloride,9.0,5.0,tetrahedral
244,co,3.0,ncs_ncs_ncs_chloride,11.0,5.0,tetrahedral
245,co,3.0,scn_scn_chloride_chloride,9.0,5.0,tetrahedral
246,co,3.0,scn_scn_scn_chloride,11.0,5.0,tetrahedral
247,co,3.0,thiopyridine_chloride_chloride_chloride,16.0,5.0,tetrahedral
248,cr,2.0,chloride_chloride_chloride_hydroxyl,6.0,5.0,tetrahedral
249,cr,2.0,fluoride_chloride_chloride_chloride,5.0,5.0,tetrahedral
250,cr,2.0,fluoride_hydroxyl_hydroxyl_hydroxyl,8.0,5.0,tetrahedral
251,cr,2.0,fluoride_iodide_iodide_iodide,5.0,5.0,tetrahedral
252,cr,2.0,fluoride_s2-_s2-_s2-,5.0,5.0,tetrahedral
253,cr,2.0,fluoride_fluoride_hydroxyl_hydroxyl,7.0,5.0,tetrahedral
254,cr,2.0,fluoride_fluoride_s2-_s2-,5.0,5.0,tetrahedral
255,cr,2.0,fluoride_fluoride_fluoride_hydroxyl,6.0,5.0,tetrahedral
256,cr,2.0,fluoride_fluoride_fluoride_s2-,5.0,5.0,tetrahedral
257,cr,3.0,chloride_chloride_hydroxyl_hydroxyl,7.0,4.0,tetrahedral
258,cr,3.0,chloride_chloride_chloride_hydroxyl,6.0,4.0,tetrahedral
259,cr,3.0,cyanopyridine_chloride_chloride_chloride,16.0,4.0,tetrahedral
260,cr,3.0,cyanopyridine_cyanopyridine_chloride_chloride,27.0,4.0,tetrahedral
261,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_chloride,38.0,4.0,tetrahedral
262,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_fluoride,38.0,4.0,tetrahedral
263,cr,3.0,fluoride_chloride_chloride_chloride,5.0,4.0,tetrahedral
264,cr,3.0,fluoride_hydroxyl_hydroxyl_hydroxyl,8.0,4.0,tetrahedral
265,cr,3.0,fluoride_iodide_iodide_iodide,5.0,4.0,tetrahedral
266,cr,3.0,fluoride_fluoride_chloride_chloride,5.0,4.0,tetrahedral
267,cr,3.0,fluoride_fluoride_hydroxyl_hydroxyl,7.0,4.0,tetrahedral
268,cr,3.0,fluoride_fluoride_iodide_iodide,5.0,4.0,tetrahedral
269,cr,3.0,fluoride_fluoride_fluoride_chloride,5.0,4.0,tetrahedral
270,cr,3.0,fluoride_fluoride_fluoride_hydroxyl,6.0,4.0,tetrahedral
271,cr,3.0,fluoride_fluoride_fluoride_iodide,5.0,4.0,tetrahedral
272,cr,3.0,ncs_chloride_chloride_chloride,7.0,4.0,tetrahedral
273,cr,3.0,ncs_fluoride_fluoride_fluoride,7.0,4.0,tetrahedral
274,cr,3.0,ncs_ncs_chloride_chloride,9.0,4.0,tetrahedral
275,cr,3.0,ncs_ncs_fluoride_fluoride,9.0,4.0,tetrahedral
276,cr,3.0,ncs_ncs_ncs_chloride,11.0,4.0,tetrahedral
277,cr,3.0,ncs_ncs_ncs_fluoride,11.0,4.0,tetrahedral
278,cr,3.0,pyridine_chloride_chloride_chloride,15.0,4.0,tetrahedral
279,cr,3.0,pyridine_pyridine_chloride_chloride,25.0,4.0,tetrahedral
280,cr,3.0,scn_chloride_chloride_chloride,7.0,4.0,tetrahedral
281,cr,3.0,scn_scn_chloride_chloride,9.0,4.0,tetrahedral
282,cr,3.0,scn_scn_fluoride_fluoride,9.0,4.0,tetrahedral
283,cr,3.0,scn_scn_scn_chloride,11.0,4.0,tetrahedral
284,cr,3.0,scn_scn_scn_fluoride,11.0,4.0,tetrahedral
285,cr,3.0,thiopyridine_chloride_chloride_chloride,16.0,4.0,tetrahedral
286,cr,3.0,thiopyridine_fluoride_fluoride_fluoride,16.0,4.0,tetrahedral
287,cr,3.0,thiopyridine_thiopyridine_chloride_chloride,27.0,4.0,tetrahedral
288,cr,3.0,thiopyridine_thiopyridine_thiopyridine_chloride,38.0,4.0,tetrahedral
289,cr,3.0,thiopyridine_thiopyridine_thiopyridine_fluoride,38.0,4.0,tetrahedral
290,fe,2.0,cyanate_chloride_chloride_chloride,7.0,5.0,tetrahedral
291,fe,2.0,cyanate_cyanate_chloride_chloride,9.0,5.0,tetrahedral
292,fe,2.0,cyanate_cyanate_fluoride_fluoride,9.0,5.0,tetrahedral
293,fe,2.0,cyanate_cyanate_water_water,13.0,5.0,tetrahedral
294,fe,2.0,cyanate_cyanate_cyanate_chloride,11.0,5.0,tetrahedral
295,fe,2.0,fluoride_chloride_chloride_chloride,5.0,5.0,tetrahedral
296,fe,2.0,fluoride_hydrogensulfide_hydrogensulfide_hydrogensulfide,11.0,5.0,tetrahedral
297,fe,2.0,fluoride_iodide_iodide_iodide,5.0,5.0,tetrahedral
298,fe,2.0,fluoride_fluoride_iodide_iodide,5.0,5.0,tetrahedral
299,fe,2.0,formaldehyde_chloride_chloride_chloride,8.0,5.0,tetrahedral
300,fe,2.0,formaldehyde_fluoride_fluoride_fluoride,8.0,5.0,tetrahedral
301,fe,2.0,formaldehyde_water_water_water,14.0,5.0,tetrahedral
302,fe,2.0,formaldehyde_formaldehyde_chloride_chloride,11.0,5.0,tetrahedral
303,fe,2.0,formaldehyde_formaldehyde_water_water,15.0,5.0,tetrahedral
304,fe,2.0,formaldehyde_formaldehyde_formaldehyde_fluoride,14.0,5.0,tetrahedral
305,fe,2.0,formaldehyde_formaldehyde_formaldehyde_water,16.0,5.0,tetrahedral
306,fe,2.0,furan_water_water_water,19.0,5.0,tetrahedral
307,fe,2.0,furan_furan_chloride_chloride,21.0,5.0,tetrahedral
308,fe,2.0,furan_furan_water_water,25.0,5.0,tetrahedral
309,fe,2.0,furan_furan_furan_chloride,29.0,5.0,tetrahedral
310,fe,2.0,furan_furan_furan_water,31.0,5.0,tetrahedral
311,fe,2.0,ncs_chloride_chloride_chloride,7.0,5.0,tetrahedral
312,fe,2.0,ncs_ncs_chloride_chloride,9.0,5.0,tetrahedral
313,fe,2.0,ncs_ncs_fluoride_fluoride,9.0,5.0,tetrahedral
314,fe,2.0,ncs_ncs_water_water,13.0,5.0,tetrahedral
315,fe,2.0,ncs_ncs_ncs_chloride,11.0,5.0,tetrahedral
316,fe,2.0,ncs_ncs_ncs_fluoride,11.0,5.0,tetrahedral
317,fe,2.0,ncs_ncs_ncs_water,13.0,5.0,tetrahedral
318,fe,2.0,pyridine_chloride_chloride_chloride,15.0,5.0,tetrahedral
319,fe,2.0,pyridine_fluoride_fluoride_fluoride,15.0,5.0,tetrahedral
320,fe,2.0,pyridine_water_water_water,21.0,5.0,tetrahedral
321,fe,2.0,pyridine_pyridine_chloride_chloride,25.0,5.0,tetrahedral
322,fe,2.0,pyridine_pyridine_water_water,29.0,5.0,tetrahedral
323,fe,2.0,pyridine_pyridine_pyridine_chloride,35.0,5.0,tetrahedral
324,fe,2.0,pyridine_pyridine_pyridine_fluoride,35.0,5.0,tetrahedral
325,fe,2.0,pyridine_pyridine_pyridine_water,37.0,5.0,tetrahedral
